Date,High,Low,Open,Close,Volume,Adj Close
2020-11-20,142.61000061035156,140.86000061035156,141.7100067138672,141.07000732421875,8481600,141.07000732421875
2020-11-23,147.75,141.6999969482422,142.4499969482422,145.97999572753906,12887000,145.97999572753906
2020-11-24,151.86000061035156,147.85000610351562,148.16000366210938,151.49000549316406,16711700,151.49000549316406
2020-11-25,150.27000427246094,147.24000549316406,150.27000427246094,149.08999633789062,9552000,149.08999633789062
2020-11-27,150.35000610351562,146.52999877929688,149.0,147.1300048828125,5306400,147.1300048828125
2020-11-30,148.69000244140625,146.2899932861328,147.05999755859375,148.00999450683594,9710100,148.00999450683594
2020-12-01,151.39999389648438,149.0,149.57000732421875,149.44000244140625,8825500,149.44000244140625
2020-12-02,154.00999450683594,148.33999633789062,149.49000549316406,153.61000061035156,10601900,153.61000061035156
2020-12-03,154.44000244140625,152.1300048828125,153.4499969482422,153.24000549316406,9063200,153.24000549316406
2020-12-04,154.67999267578125,152.80999755859375,153.69000244140625,154.13999938964844,6033300,154.13999938964844
2020-12-07,153.8800048828125,152.25999450683594,153.17999267578125,153.67999267578125,6815500,153.67999267578125
2020-12-08,154.8800048828125,152.25,152.4199981689453,153.72000122070312,7900600,153.72000122070312
2020-12-09,157.4600067138672,153.88999938964844,156.2899932861328,154.42999267578125,10804300,154.42999267578125
2020-12-10,155.33999633789062,152.5,153.32000732421875,154.69000244140625,8993200,154.69000244140625
2020-12-11,179.4499969482422,165.3300018310547,169.67999267578125,175.72000122070312,87410700,175.72000122070312
2020-12-14,177.3000030517578,168.80999755859375,173.8000030517578,169.3000030517578,30939400,169.3000030517578
2020-12-15,174.47000122070312,167.82000732421875,170.49000549316406,173.94000244140625,18802600,173.94000244140625
2020-12-16,174.85000610351562,171.6199951171875,173.99000549316406,173.1199951171875,11105800,173.1199951171875
2020-12-17,174.83999633789062,171.9600067138672,173.82000732421875,173.5500030517578,9004600,173.5500030517578
2020-12-18,175.83999633789062,172.27999877929688,173.60000610351562,172.88999938964844,21172100,172.88999938964844
2020-12-21,171.94000244140625,168.19000244140625,170.08999633789062,170.69000244140625,11424200,170.69000244140625
2020-12-22,171.4499969482422,169.16000366210938,170.0,170.4499969482422,6419200,170.4499969482422
2020-12-23,175.9499969482422,172.3000030517578,172.9600067138672,173.5500030517578,9994000,173.5500030517578
2020-12-24,174.5800018310547,172.3800048828125,173.99000549316406,173.72999572753906,2721000,173.72999572753906
2020-12-28,179.9199981689453,175.0500030517578,175.75,178.86000061035156,13145400,178.86000061035156
2020-12-29,180.1999969482422,176.22000122070312,180.00999450683594,177.3000030517578,6875400,177.3000030517578
2020-12-30,183.39999389648438,178.3699951171875,178.5,181.1699981689453,11680400,181.1699981689453
2020-12-31,183.39999389648438,180.27000427246094,181.22000122070312,181.17999267578125,7073500,181.17999267578125
2021-01-04,182.58999633789062,174.72999572753906,182.25999450683594,177.67999267578125,13426600,177.67999267578125
2021-01-05,180.33999633789062,176.1999969482422,176.1999969482422,178.44000244140625,7771800,178.44000244140625
2021-01-06,181.61000061035156,177.27999877929688,178.32000732421875,179.1199951171875,7517800,179.1199951171875
2021-01-07,179.9499969482422,177.5800018310547,179.5,178.5800018310547,7300800,178.5800018310547
2021-01-08,180.02000427246094,176.60000610351562,178.80999755859375,178.69000244140625,7894500,178.69000244140625
2021-01-11,181.25999450683594,177.35000610351562,177.75,179.08999633789062,6461300,179.08999633789062
2021-01-12,178.32000732421875,174.86000061035156,177.3000030517578,175.99000549316406,8349800,175.99000549316406
2021-01-13,177.72999572753906,173.74000549316406,174.39999389648438,176.1199951171875,6839500,176.1199951171875
2021-01-14,178.35000610351562,173.39999389648438,177.00999450683594,173.42999267578125,8951200,173.42999267578125
2021-01-15,174.19000244140625,170.1699981689453,172.9499969482422,171.44000244140625,12232500,171.44000244140625
2021-01-19,173.7100067138672,171.44000244140625,172.10000610351562,172.25999450683594,7834700,172.25999450683594
2021-01-20,177.8800048828125,173.0,175.22000122070312,173.63999938964844,9809200,173.63999938964844
2021-01-21,175.0,171.02000427246094,173.24000549316406,171.27999877929688,8416400,171.27999877929688
2021-01-22,175.25,171.88999938964844,174.0,172.77999877929688,9517200,172.77999877929688
2021-01-25,173.11000061035156,168.77000427246094,171.88999938964844,171.88999938964844,7833700,171.88999938964844
2021-01-26,173.35000610351562,169.0500030517578,173.0,169.55999755859375,7523200,169.55999755859375
2021-01-27,166.33999633789062,160.52000427246094,165.00999450683594,163.02999877929688,18239200,163.02999877929688
2021-01-28,172.8800048828125,165.9499969482422,166.1699981689453,171.8800048828125,14449100,171.8800048828125
2021-01-29,169.80999755859375,165.7899932861328,168.8000030517578,168.1699981689453,12848800,168.1699981689453
2021-02-01,171.72999572753906,168.02999877929688,170.83999633789062,170.97000122070312,8140400,170.97000122070312
2021-02-02,179.75999450683594,172.8000030517578,173.77000427246094,176.9600067138672,12215200,176.9600067138672
2021-02-03,178.42999267578125,175.75999450683594,177.0,176.42999267578125,5508600,176.42999267578125
2021-02-04,181.3800048828125,176.49000549316406,177.58999633789062,180.22999572753906,9035400,180.22999572753906
2021-02-05,182.32000732421875,179.3300018310547,181.7100067138672,181.16000366210938,6640500,181.16000366210938
2021-02-08,190.63999938964844,183.3000030517578,183.85000610351562,190.0,16085700,190.0
2021-02-09,189.25,186.0399932861328,188.1699981689453,188.2100067138672,11270800,188.2100067138672
2021-02-10,190.6999969482422,185.80999755859375,189.97999572753906,189.6300048828125,11464600,189.6300048828125
2021-02-11,191.25,188.07000732421875,189.17999267578125,190.91000366210938,17507900,190.91000366210938
2021-02-12,193.85000610351562,186.55999755859375,193.0,187.6699981689453,27233800,187.6699981689453
2021-02-16,188.44000244140625,184.86000061035156,187.3000030517578,186.35000610351562,11630700,186.35000610351562
2021-02-17,187.6300048828125,182.16000366210938,185.36000061035156,186.44000244140625,11391800,186.44000244140625
2021-02-18,186.39999389648438,182.83999633789062,184.7899932861328,183.0,12380900,183.0
2021-02-19,184.77999877929688,182.7899932861328,184.27000427246094,183.64999389648438,8834500,183.64999389648438
2021-02-22,194.02000427246094,181.52999877929688,181.74000549316406,191.75999450683594,18799600,191.75999450683594
2021-02-23,198.94000244140625,188.66000366210938,193.58999633789062,197.08999633789062,23191400,197.08999633789062
2021-02-24,200.60000610351562,195.3300018310547,197.5800018310547,197.50999450683594,16205900,197.50999450683594
2021-02-25,197.9600067138672,190.3800048828125,197.72999572753906,190.97999572753906,12712000,190.97999572753906
2021-02-26,191.61000061035156,185.4499969482422,190.07000732421875,189.0399932861328,15844000,189.0399932861328
2021-03-01,196.89999389648438,191.38999938964844,193.22999572753906,194.97999572753906,10709900,194.97999572753906
2021-03-02,197.9600067138672,193.49000549316406,196.10000610351562,193.94000244140625,8371400,193.94000244140625
2021-03-03,196.80999755859375,192.2100067138672,194.6300048828125,192.25999450683594,8750300,192.25999450683594
2021-03-04,192.47999572753906,184.1199951171875,189.89999389648438,188.02999877929688,12542600,188.02999877929688
2021-03-05,190.57000732421875,183.33999633789062,189.14999389648438,189.99000549316406,10266400,189.99000549316406
2021-03-08,203.02000427246094,193.7899932861328,197.30999755859375,201.91000366210938,25093200,201.91000366210938
2021-03-09,201.6999969482422,194.3699951171875,200.19000244140625,194.50999450683594,23331000,194.50999450683594
2021-03-10,198.8000030517578,194.67999267578125,197.30999755859375,195.05999755859375,13662100,195.05999755859375
2021-03-11,199.0500030517578,195.39999389648438,197.3800048828125,196.75,11933900,196.75
2021-03-12,198.41000366210938,195.17999267578125,196.52999877929688,197.16000366210938,13249100,197.16000366210938
2021-03-15,198.5399932861328,194.80999755859375,198.5399932861328,196.75999450683594,10311400,196.75999450683594
2021-03-16,196.58999633789062,192.8800048828125,196.10000610351562,194.24000549316406,9680700,194.24000549316406
2021-03-17,196.19000244140625,191.77999877929688,193.44000244140625,195.24000549316406,14418700,195.24000549316406
2021-03-18,195.0800018310547,191.74000549316406,194.9499969482422,192.27999877929688,9644500,192.27999877929688
2021-03-19,194.0,189.75999450683594,190.9199981689453,191.13999938964844,28354600,191.13999938964844
2021-03-22,196.3300018310547,192.0,193.25999450683594,192.86000061035156,8838500,192.86000061035156
2021-03-23,192.33999633789062,187.97000122070312,191.58999633789062,188.72999572753906,10701200,188.72999572753906
2021-03-24,190.5,184.63999938964844,190.05999755859375,184.72000122070312,13549100,184.72000122070312
2021-03-25,187.7100067138672,181.00999450683594,181.85000610351562,186.91000366210938,9609200,186.91000366210938
2021-03-26,188.97999572753906,182.57000732421875,188.8300018310547,185.9199981689453,10196100,185.9199981689453
2021-03-29,185.94000244140625,183.14999389648438,185.24000549316406,184.85000610351562,7544700,184.85000610351562
2021-03-30,186.32000732421875,183.55999755859375,183.8300018310547,185.52999877929688,5929700,185.52999877929688
2021-03-31,186.89999389648438,184.4199981689453,185.8300018310547,184.52000427246094,8478000,184.52000427246094
2021-04-01,189.10000610351562,185.58999633789062,186.42999267578125,188.97000122070312,7749400,188.97000122070312
2021-04-05,191.6699981689453,188.08999633789062,191.47000122070312,188.5,7405300,188.5
2021-04-06,191.27999877929688,187.8699951171875,188.5,189.72999572753906,7926200,189.72999572753906
2021-04-07,190.3300018310547,186.9499969482422,189.8000030517578,187.55999755859375,6238700,187.55999755859375
2021-04-08,188.0500030517578,185.6300048828125,187.1999969482422,187.32000732421875,7763000,187.32000732421875
2021-04-09,188.22000122070312,186.14999389648438,188.1699981689453,187.88999938964844,6089300,187.88999938964844
2021-04-12,187.85000610351562,185.47999572753906,187.75,186.49000549316406,6662500,186.49000549316406
2021-04-13,186.44000244140625,184.60000610351562,185.58999633789062,185.49000549316406,6826500,185.49000549316406
2021-04-14,190.39999389648438,185.7100067138672,185.97000122070312,187.4600067138672,9089900,187.4600067138672
2021-04-15,188.89999389648438,185.6999969482422,188.08999633789062,185.92999267578125,7262500,185.92999267578125
2021-04-16,189.47000122070312,186.1999969482422,187.57000732421875,187.25999450683594,9453500,187.25999450683594
2021-04-19,190.3300018310547,185.64999389648438,187.50999450683594,187.42999267578125,7625800,187.42999267578125
2021-04-20,188.0800018310547,181.82000732421875,187.2899932861328,182.7899932861328,10765800,182.7899932861328
2021-04-21,183.3800048828125,178.86000061035156,181.2899932861328,183.11000061035156,8400200,183.11000061035156
2021-04-22,184.8800048828125,181.25999450683594,184.22000122070312,182.75999450683594,7378300,182.75999450683594
2021-04-23,183.89999389648438,181.9600067138672,182.35000610351562,183.02000427246094,6075500,183.02000427246094
2021-04-26,185.60000610351562,183.25999450683594,183.9600067138672,184.27000427246094,6178300,184.27000427246094
2021-04-27,185.80999755859375,184.14999389648438,184.99000549316406,184.63999938964844,4870000,184.63999938964844
2021-04-28,184.7899932861328,182.82000732421875,184.7899932861328,183.38999938964844,5199300,183.38999938964844
2021-04-29,185.5500030517578,182.75,184.8000030517578,185.3300018310547,5958300,185.3300018310547
2021-04-30,186.32000732421875,183.5399932861328,184.2899932861328,186.02000427246094,7866300,186.02000427246094
2021-05-03,189.22000122070312,185.25,187.69000244140625,185.50999450683594,7542800,185.50999450683594
2021-05-04,185.6300048828125,182.30999755859375,184.8699951171875,184.25,7069300,184.25
2021-05-05,185.00999450683594,181.36000061035156,185.00999450683594,181.50999450683594,5901700,181.50999450683594
2021-05-06,182.99000549316406,179.80999755859375,182.77999877929688,181.7899932861328,6944900,181.7899932861328
2021-05-07,185.1199951171875,181.50999450683594,182.0,184.83999633789062,6888400,184.83999633789062
2021-05-10,186.97000122070312,184.02999877929688,185.6999969482422,184.3000030517578,8260300,184.3000030517578
2021-05-11,182.25,178.42999267578125,181.8000030517578,181.6699981689453,10865600,181.6699981689453
2021-05-12,182.4600067138672,177.5800018310547,180.6999969482422,177.85000610351562,8988100,177.85000610351562
2021-05-13,180.75,175.8000030517578,178.3699951171875,178.33999633789062,12332200,178.33999633789062
2021-05-14,174.91000366210938,168.77999877929688,172.92999267578125,173.6999969482422,33149400,173.6999969482422
2021-05-17,172.99000549316406,168.57000732421875,172.6999969482422,170.0800018310547,17771600,170.0800018310547
2021-05-18,171.25999450683594,169.4499969482422,170.25999450683594,169.67999267578125,10401000,169.67999267578125
2021-05-19,169.39999389648438,167.10000610351562,167.7100067138672,169.27000427246094,9251000,169.27000427246094
2021-05-20,171.89999389648438,168.97999572753906,169.2100067138672,171.36000061035156,7400700,171.36000061035156
2021-05-21,173.1199951171875,171.52000427246094,172.22000122070312,172.39999389648438,8105700,172.39999389648438
2021-05-24,175.11000061035156,171.75,172.4499969482422,174.30999755859375,7346700,174.30999755859375
2021-05-25,177.4499969482422,175.39999389648438,175.60000610351562,176.1699981689453,8089700,176.1699981689453
2021-05-26,177.89999389648438,176.1999969482422,176.6199951171875,176.47000122070312,8086200,176.47000122070312
2021-05-27,179.58999633789062,176.7899932861328,177.1999969482422,179.0399932861328,13567800,179.0399932861328
2021-05-28,180.13999938964844,178.0800018310547,179.50999450683594,178.64999389648438,7124800,178.64999389648438
2021-06-01,181.00999450683594,178.74000549316406,180.17999267578125,178.83999633789062,7475600,178.83999633789062
2021-06-02,179.10000610351562,176.92999267578125,179.0399932861328,177.0,7851700,177.0
2021-06-03,176.97000122070312,175.4199981689453,176.27000427246094,176.24000549316406,5583900,176.24000549316406
2021-06-04,177.52000427246094,175.61000061035156,175.92999267578125,177.17999267578125,6343400,177.17999267578125
2021-06-07,178.07000732421875,176.39999389648438,177.97000122070312,176.99000549316406,5178100,176.99000549316406
2021-06-08,177.1199951171875,175.19000244140625,175.97000122070312,176.3300018310547,5356200,176.3300018310547
2021-06-09,177.3300018310547,175.8800048828125,176.30999755859375,176.0399932861328,5082400,176.0399932861328
2021-06-10,177.61000061035156,175.5500030517578,176.44000244140625,176.57000732421875,5253000,176.57000732421875
2021-06-11,178.49000549316406,176.80999755859375,177.4499969482422,177.3800048828125,5476300,177.3800048828125
2021-06-14,178.8699951171875,176.89999389648438,177.64999389648438,178.17999267578125,10170000,178.17999267578125
2021-06-15,178.6999969482422,175.6199951171875,178.17999267578125,175.86000061035156,7895000,175.86000061035156
2021-06-16,176.25999450683594,173.5500030517578,176.00999450683594,174.66000366210938,8336000,174.66000366210938
2021-06-17,176.25999450683594,173.83999633789062,174.58999633789062,174.64999389648438,8906000,174.64999389648438
2021-06-18,173.86000061035156,172.1199951171875,173.13999938964844,172.4199981689453,12357500,172.4199981689453
2021-06-21,174.25999450683594,171.30999755859375,172.1300048828125,173.97000122070312,9196900,173.97000122070312
2021-06-22,174.6999969482422,172.35000610351562,174.3699951171875,173.5,8097100,173.5
2021-06-23,175.4499969482422,172.94000244140625,173.6199951171875,175.3300018310547,9174200,175.3300018310547
2021-06-24,178.24000549316406,175.77999877929688,176.1300048828125,177.92999267578125,7549400,177.92999267578125
2021-06-25,179.08999633789062,177.49000549316406,178.8300018310547,178.35000610351562,7431800,178.35000610351562
2021-06-28,178.66000366210938,174.99000549316406,178.5,176.57000732421875,9881400,176.57000732421875
2021-06-29,177.02000427246094,173.8000030517578,176.63999938964844,173.92999267578125,13498300,173.92999267578125
2021-06-30,175.97999572753906,173.33999633789062,173.88999938964844,175.77000427246094,7481900,175.77000427246094
2021-07-01,177.60000610351562,174.60000610351562,175.35000610351562,177.25999450683594,5887100,177.25999450683594
2021-07-02,178.36000061035156,174.6199951171875,177.86000061035156,177.11000061035156,11099300,177.11000061035156
2021-07-06,177.0,172.22000122070312,176.75999450683594,173.69000244140625,11557900,173.69000244140625
2021-07-07,174.32000732421875,171.99000549316406,172.86000061035156,172.82000732421875,6757300,172.82000732421875
2021-07-08,173.75,169.80999755859375,170.17999267578125,172.8000030517578,6960100,172.8000030517578
2021-07-09,177.52000427246094,173.92999267578125,174.6999969482422,177.0399932861328,7873300,177.0399932861328
2021-07-12,184.99000549316406,177.3699951171875,177.7100067138672,184.3800048828125,21835500,184.3800048828125
2021-07-13,185.6699981689453,181.83999633789062,184.08999633789062,183.64999389648438,12534600,183.64999389648438
2021-07-14,186.2899932861328,182.0800018310547,185.1999969482422,183.4199981689453,8787300,183.4199981689453
2021-07-15,185.4199981689453,183.0500030517578,183.4499969482422,184.14999389648438,7867000,184.14999389648438
2021-07-16,185.2899932861328,178.9199981689453,184.94000244140625,179.30999755859375,8348800,179.30999755859375
2021-07-19,176.47999572753906,172.16000366210938,175.7100067138672,172.9499969482422,14651800,172.9499969482422
2021-07-20,177.50999450683594,172.8699951171875,173.6999969482422,176.75,8372400,176.75
2021-07-21,177.89999389648438,175.32000732421875,176.5,176.88999938964844,6302200,176.88999938964844
2021-07-22,176.72000122070312,173.89999389648438,176.6999969482422,175.1300048828125,5713700,175.1300048828125
2021-07-23,176.5,174.02999877929688,175.66000366210938,176.13999938964844,5126300,176.13999938964844
2021-07-26,178.77999877929688,175.33999633789062,175.6199951171875,178.74000549316406,5641000,178.74000549316406
2021-07-27,179.55999755859375,176.57000732421875,178.25,179.5,6684100,179.5
2021-07-28,180.35000610351562,177.5500030517578,179.69000244140625,179.10000610351562,5926900,179.10000610351562
2021-07-29,181.4199981689453,178.27000427246094,179.80999755859375,178.35000610351562,6209100,178.35000610351562
2021-07-30,179.1999969482422,175.13999938964844,177.52999877929688,176.02000427246094,6810100,176.02000427246094
2021-08-02,178.82000732421875,175.30999755859375,177.22000122070312,175.5500030517578,5847200,175.5500030517578
2021-08-03,176.1300048828125,170.9199981689453,176.02000427246094,172.99000549316406,9931300,172.99000549316406
2021-08-04,173.25,171.33999633789062,172.5,172.5800018310547,5665800,172.5800018310547
2021-08-05,177.1199951171875,172.49000549316406,172.49000549316406,176.7100067138672,8864200,176.7100067138672
2021-08-06,178.80999755859375,176.6300048828125,177.42999267578125,177.1300048828125,5504100,177.1300048828125
2021-08-09,177.30999755859375,175.05999755859375,177.0,176.72000122070312,5339000,176.72000122070312
2021-08-10,177.39999389648438,175.5800018310547,176.25,177.07000732421875,5185000,177.07000732421875
2021-08-11,178.49000549316406,176.50999450683594,177.36000061035156,178.08999633789062,5359900,178.08999633789062
2021-08-12,179.72000122070312,176.4499969482422,178.08999633789062,179.2899932861328,11081300,179.2899932861328
2021-08-13,187.5800018310547,180.8800048828125,186.2899932861328,181.0800018310547,32487900,181.0800018310547
2021-08-16,180.58999633789062,176.50999450683594,180.50999450683594,179.08999633789062,8746700,179.08999633789062
2021-08-17,178.4499969482422,174.9199981689453,177.14999389648438,175.8300018310547,8534500,175.8300018310547
2021-08-18,176.7899932861328,174.5,175.89999389648438,174.74000549316406,7063500,174.74000549316406
2021-08-19,174.67999267578125,172.55999755859375,174.0,173.25,8478600,173.25
2021-08-20,175.2100067138672,172.64999389648438,173.0,175.1199951171875,6230800,175.1199951171875
2021-08-23,178.30999755859375,175.91000366210938,177.0800018310547,177.66000366210938,7395900,177.66000366210938
2021-08-24,180.0800018310547,177.75999450683594,177.9199981689453,178.47000122070312,5886900,178.47000122070312
2021-08-25,178.58999633789062,176.8800048828125,178.16000366210938,178.30999755859375,4842100,178.30999755859375
2021-08-26,178.94000244140625,176.33999633789062,178.33999633789062,176.55999755859375,4563000,176.55999755859375
2021-08-27,180.5399932861328,176.27999877929688,176.27999877929688,180.13999938964844,8690200,180.13999938964844
2021-08-30,181.38999938964844,178.8699951171875,180.5,179.97999572753906,6421300,179.97999572753906
2021-08-31,182.97999572753906,178.52999877929688,179.25,181.3000030517578,8620000,181.3000030517578
2021-09-01,184.2100067138672,181.77999877929688,181.9600067138672,183.47999572753906,7302800,183.47999572753906
2021-09-02,185.3000030517578,181.5500030517578,184.16000366210938,181.86000061035156,6492600,181.86000061035156
2021-09-03,181.82000732421875,179.1300048828125,181.82000732421875,181.0,6847400,181.0
2021-09-07,185.5500030517578,180.0500030517578,181.02000427246094,184.33999633789062,10702900,184.33999633789062
2021-09-08,187.4600067138672,183.9199981689453,184.33999633789062,185.14999389648438,8634000,185.14999389648438
2021-09-09,187.5800018310547,184.57000732421875,185.14999389648438,185.91000366210938,7190700,185.91000366210938
2021-09-10,187.10000610351562,184.00999450683594,186.36000061035156,184.1199951171875,5567500,184.1199951171875
2021-09-13,185.8000030517578,183.5,185.1199951171875,184.97999572753906,6818200,184.97999572753906
2021-09-14,185.1300048828125,182.14999389648438,184.9600067138672,182.39999389648438,6185900,182.39999389648438
2021-09-15,184.66000366210938,181.10000610351562,182.05999755859375,184.41000366210938,5933400,184.41000366210938
2021-09-16,184.63999938964844,182.1199951171875,183.97000122070312,183.33999633789062,5678200,183.33999633789062
2021-09-17,185.89999389648438,182.72999572753906,182.91000366210938,183.47000122070312,10035100,183.47000122070312
2021-09-20,180.8800048828125,176.5500030517578,179.74000549316406,178.61000061035156,8056600,178.61000061035156
2021-09-21,182.22999572753906,169.02999877929688,180.32000732421875,171.1699981689453,23216000,171.1699981689453
2021-09-22,175.33999633789062,171.66000366210938,172.94000244140625,173.64999389648438,14214500,173.64999389648438
2021-09-23,177.19000244140625,174.3699951171875,174.94000244140625,176.25,8052900,176.25
2021-09-24,176.6999969482422,175.0800018310547,175.3000030517578,176.0,5712800,176.0
2021-09-27,179.4499969482422,175.9600067138672,176.6300048828125,178.25999450683594,7755000,178.25999450683594
2021-09-28,178.0,173.86000061035156,177.75,174.52000427246094,9133100,174.52000427246094
2021-09-29,174.9600067138672,172.58999633789062,174.25,172.67999267578125,6240800,172.67999267578125
2021-09-30,173.67999267578125,169.10000610351562,173.10000610351562,169.1699981689453,13962400,169.1699981689453
2021-10-01,177.32000732421875,171.97000122070312,172.27999877929688,176.00999450683594,12165000,176.00999450683594
2021-10-04,175.9600067138672,172.6699981689453,175.55999755859375,173.4600067138672,7200600,173.4600067138672
2021-10-05,176.24000549316406,173.61000061035156,173.8300018310547,174.61000061035156,6798200,174.61000061035156
2021-10-06,175.7100067138672,171.5500030517578,173.0,175.47999572753906,6005200,175.47999572753906
2021-10-07,179.6300048828125,177.3300018310547,177.6999969482422,177.7100067138672,7780000,177.7100067138672
2021-10-08,178.60000610351562,176.39999389648438,177.92999267578125,176.74000549316406,4131000,176.74000549316406
2021-10-11,176.52000427246094,173.47999572753906,176.02000427246094,173.52000427246094,8046300,173.52000427246094
2021-10-12,174.49000549316406,172.5500030517578,173.6199951171875,173.1300048828125,5188400,173.1300048828125
2021-10-13,173.6999969482422,170.94000244140625,173.6300048828125,172.9600067138672,8914700,172.9600067138672
